"B25010_001E","B25010_001M","B25010_002E","B25010_002M","B25010_003E","B25010_003M","GEO_ID","NAME"
"Estimate!!Average household size --!!Total:","Margin of Error!!Average household size --!!Total:","Estimate!!Average household size --!!Total:!!Owner occupied","Margin of Error!!Average household size --!!Total:!!Owner occupied","Estimate!!Average household size --!!Total:!!Renter occupied","Margin of Error!!Average household size --!!Total:!!Renter occupied","id","Geographic Area Name"
"2.30","0.25","2.67","0.26","2.06","0.37","1400000US06037702802","Census Tract 7028.02, Los Angeles County, California"
"2.26","0.21","1.88","0.28","2.50","0.32","1400000US06037702803","Census Tract 7028.03, Los Angeles County, California"
"1.79","0.15","1.50","0.32","1.80","0.15","1400000US06037702900","Census Tract 7029, Los Angeles County, California"
"2.42","0.29","2.56","0.37","1.97","0.32","1400000US06037703002","Census Tract 7030.02, Los Angeles County, California"
"1.99","0.17","2.34","0.26","1.67","0.18","1400000US06037703003","Census Tract 7030.03, Los Angeles County, California"
"2.25","0.22","2.25","0.25","2.23","0.54","1400000US06037703100","Census Tract 7031, Los Angeles County, California"
"2.39","0.24","2.47","0.28","2.09","0.71","1400000US06037703200","Census Tract 7032, Los Angeles County, California"
"2.95","0.16","2.86","0.15","3.87","0.67","1400000US06037800101","Census Tract 8001.01, Los Angeles County, California"
"2.99","0.70","3.24","0.95","2.34","0.60","1400000US06037800103","Census Tract 8001.03, Los Angeles County, California"
"2.86","0.37","2.75","0.27","3.21","1.38","1400000US06037800104","Census Tract 8001.04, Los Angeles County, California"
"2.80","0.22","2.69","0.22","3.62","0.77","1400000US06037800202","Census Tract 8002.02, Los Angeles County, California"
"2.34","0.20","2.36","0.21","2.28","0.53","1400000US06037800204","Census Tract 8002.04, Los Angeles County, California"
"2.55","0.20","2.26","0.29","2.72","0.28","1400000US06037800205","Census Tract 8002.05, Los Angeles County, California"
"3.25","0.27","3.14","0.25","4.54","1.78","1400000US06037800206","Census Tract 8002.06, Los Angeles County, California"
"2.71","0.18","2.68","0.20","2.87","0.49","1400000US06037800324","Census Tract 8003.24, Los Angeles County, California"
"2.59","0.28","2.71","0.34","2.05","0.34","1400000US06037800325","Census Tract 8003.25, Los Angeles County, California"
"3.56","0.55","3.14","0.45","6.40","1.78","1400000US06037800328","Census Tract 8003.28, Los Angeles County, California"
"1.93","0.19","1.79","0.29","2.01","0.27","1400000US06037800333","Census Tract 8003.33, Los Angeles County, California"
"3.30","0.38","3.06","0.43","4.10","0.82","1400000US06037800334","Census Tract 8003.34, Los Angeles County, California"
"2.51","0.15","2.55","0.15","2.32","0.49","1400000US06037800335","Census Tract 8003.35, Los Angeles County, California"
"3.25","0.40","3.29","0.42","2.63","0.94","1400000US06037800336","Census Tract 8003.36, Los Angeles County, California"
"2.28","0.37","2.04","0.43","2.45","0.53","1400000US06037800337","Census Tract 8003.37, Los Angeles County, California"
"2.99","0.30","3.03","0.34","2.72","0.49","1400000US06037800338","Census Tract 8003.38, Los Angeles County, California"
"2.40","0.27","2.23","0.18","2.93","1.05","1400000US06037800406","Census Tract 8004.06, Los Angeles County, California"
"2.47","0.21","2.51","0.22","2.32","0.54","1400000US06037800410","Census Tract 8004.10, Los Angeles County, California"
"2.76","0.57","2.65","0.58","3.77","1.79","1400000US06037800411","Census Tract 8004.11, Los Angeles County, California"
"2.50","0.25","2.58","0.28","1.85","0.47","1400000US06037800412","Census Tract 8004.12, Los Angeles County, California"
"2.00","0.27","2.36","0.40","1.57","0.35","1400000US06037800504","Census Tract 8005.04, Los Angeles County, California"
"2.32","0.22","2.35","0.23","2.18","0.63","1400000US06037800506","Census Tract 8005.06, Los Angeles County, California"
"2.44","0.46","2.69","0.63","2.00","0.40","1400000US06037900102","Census Tract 9001.02, Los Angeles County, California"
"3.77","0.32","3.96","0.46","3.48","0.47","1400000US06037900103","Census Tract 9001.03, Los Angeles County, California"
"3.35","0.30","3.14","0.31","3.87","0.79","1400000US06037900104","Census Tract 9001.04, Los Angeles County, California"
"4.08","0.41","3.57","0.53","4.86","0.66","1400000US06037900301","Census Tract 9003.01, Los Angeles County, California"
"3.81","0.30","3.75","0.39","3.91","0.46","1400000US06037900501","Census Tract 9005.01, Los Angeles County, California"
"3.59","0.23","3.74","0.35","3.36","0.51","1400000US06037900504","Census Tract 9005.04, Los Angeles County, California"
"3.23","0.43","3.19","0.34","3.31","1.12","1400000US06037900505","Census Tract 9005.05, Los Angeles County, California"
"3.12","0.31","3.30","0.30","2.88","0.69","1400000US06037900506","Census Tract 9005.06, Los Angeles County, California"
"3.93","0.28","3.80","0.42","4.20","0.45","1400000US06037900508","Census Tract 9005.08, Los Angeles County, California"
"3.24","0.44","3.28","0.52","3.19","0.74","1400000US06037900509","Census Tract 9005.09, Los Angeles County, California"
"3.41","0.46","3.24","0.80","3.51","0.73","1400000US06037900510","Census Tract 9005.10, Los Angeles County, California"
"3.07","0.34","2.77","0.45","3.53","0.44","1400000US06037900602","Census Tract 9006.02, Los Angeles County, California"
"2.85","0.69","3.01","0.86","2.80","0.88","1400000US06037900606","Census Tract 9006.06, Los Angeles County, California"
"3.55","0.63","3.28","0.53","3.92","1.29","1400000US06037900607","Census Tract 9006.07, Los Angeles County, California"
"3.36","0.35","3.18","0.52","3.67","0.37","1400000US06037900608","Census Tract 9006.08, Los Angeles County, California"
"3.35","0.23","3.39","0.33","3.31","0.48","1400000US06037900609","Census Tract 9006.09, Los Angeles County, California"
"2.88","0.32","2.61","0.45","3.61","0.64","1400000US06037900610","Census Tract 9006.10, Los Angeles County, California"
"4.37","0.49","3.41","0.79","6.17","0.92","1400000US06037900611","Census Tract 9006.11, Los Angeles County, California"
"2.92","0.27","2.45","0.32","3.19","0.40","1400000US06037900701","Census Tract 9007.01, Los Angeles County, California"
"2.48","0.24","3.24","0.54","2.32","0.27","1400000US06037900703","Census Tract 9007.03, Los Angeles County, California"
"2.03","0.26","1.26","0.42","2.05","0.27","1400000US06037900704","Census Tract 9007.04, Los Angeles County, California"
"2.34","0.22","2.68","0.44","2.16","0.34","1400000US06037900705","Census Tract 9007.05, Los Angeles County, California"
"3.53","0.30","3.47","0.51","3.56","0.51","1400000US06037900804","Census Tract 9008.04, Los Angeles County, California"
"3.43","0.31","3.66","0.41","2.80","0.58","1400000US06037900805","Census Tract 9008.05, Los Angeles County, California"
"2.11","0.24","2.60","0.49","2.06","0.28","1400000US06037900806","Census Tract 9008.06, Los Angeles County, California"
"3.67","0.40","3.37","0.59","4.13","0.69","1400000US06037900807","Census Tract 9008.07, Los Angeles County, California"
"3.82","0.64","3.71","1.31","3.92","0.43","1400000US06037900808","Census Tract 9008.08, Los Angeles County, California"
"3.46","0.50","3.22","0.57","3.80","1.00","1400000US06037900901","Census Tract 9009.01, Los Angeles County, California"
"2.47","0.27","2.66","0.29","1.33","0.44","1400000US06037900902","Census Tract 9009.02, Los Angeles County, California"
"-","**","-","**","-","**","1400000US06037901003","Census Tract 9010.03, Los Angeles County, California"
"2.78","0.34","2.53","0.40","3.41","0.82","1400000US06037901007","Census Tract 9010.07, Los Angeles County, California"
"2.96","0.34","3.00","0.48","2.92","0.36","1400000US06037901008","Census Tract 9010.08, Los Angeles County, California"
"2.79","0.26","2.70","0.27","2.98","0.56","1400000US06037901009","Census Tract 9010.09, Los Angeles County, California"
"3.12","0.22","3.25","0.26","2.95","0.40","1400000US06037901010","Census Tract 9010.10, Los Angeles County, California"
"2.51","0.22","2.68","0.28","2.36","0.39","1400000US06037901011","Census Tract 9010.11, Los Angeles County, California"
"3.68","0.36","3.53","0.42","4.50","0.92","1400000US06037901012","Census Tract 9010.12, Los Angeles County, California"
"2.88","0.53","3.06","0.63","2.32","0.74","1400000US06037901013","Census Tract 9010.13, Los Angeles County, California"
"3.39","0.27","3.38","0.32","3.42","0.77","1400000US06037901014","Census Tract 9010.14, Los Angeles County, California"
"3.23","0.21","2.92","0.24","3.96","0.56","1400000US06037901101","Census Tract 9011.01, Los Angeles County, California"
"2.86","0.30","2.86","0.35","2.86","0.56","1400000US06037901102","Census Tract 9011.02, Los Angeles County, California"
"2.94","0.34","2.53","0.27","4.07","0.71","1400000US06037901209","Census Tract 9012.09, Los Angeles County, California"
"2.38","0.29","2.25","0.31","3.09","0.67","1400000US06037901210","Census Tract 9012.10, Los Angeles County, California"
"3.14","0.37","2.87","0.44","3.79","0.42","1400000US06037901214","Census Tract 9012.14, Los Angeles County, California"
"1.99","0.18","2.95","0.28","1.19","0.20","1400000US06037901215","Census Tract 9012.15, Los Angeles County, California"
"3.15","0.42","3.29","0.47","1.78","0.37","1400000US06037901216","Census Tract 9012.16, Los Angeles County, California"
"2.58","0.34","2.69","0.37","1.45","0.91","1400000US06037901217","Census Tract 9012.17, Los Angeles County, California"
"3.76","0.45","3.72","0.46","5.53","0.95","1400000US06037901218","Census Tract 9012.18, Los Angeles County, California"
"3.95","0.85","4.07","1.16","3.73","1.20","1400000US06037901300","Census Tract 9013, Los Angeles County, California"
"4.05","0.50","3.81","0.52","4.43","0.98","1400000US06037910002","Census Tract 9100.02, Los Angeles County, California"
"3.38","0.22","3.31","0.23","3.82","0.76","1400000US06037910210","Census Tract 9102.10, Los Angeles County, California"
"4.06","0.41","3.89","0.40","4.96","0.79","1400000US06037910211","Census Tract 9102.11, Los Angeles County, California"
"3.32","0.49","3.42","0.47","3.04","1.12","1400000US06037910212","Census Tract 9102.12, Los Angeles County, California"
"3.17","0.55","2.69","0.56","4.44","1.08","1400000US06037910213","Census Tract 9102.13, Los Angeles County, California"
"3.42","0.22","3.44","0.28","3.36","0.64","1400000US06037910214","Census Tract 9102.14, Los Angeles County, California"
"3.42","0.28","3.45","0.34","3.36","0.48","1400000US06037910215","Census Tract 9102.15, Los Angeles County, California"
"4.18","0.52","3.93","0.56","5.62","1.88","1400000US06037910216","Census Tract 9102.16, Los Angeles County, California"
"3.34","0.22","3.35","0.22","3.31","0.77","1400000US06037910217","Census Tract 9102.17, Los Angeles County, California"
"3.04","0.28","3.06","0.39","3.00","0.63","1400000US06037910218","Census Tract 9102.18, Los Angeles County, California"
"2.49","0.34","2.73","0.25","1.73","0.80","1400000US06037910301","Census Tract 9103.01, Los Angeles County, California"
"2.73","0.23","2.80","0.29","2.45","0.40","1400000US06037910302","Census Tract 9103.02, Los Angeles County, California"
"2.96","0.35","3.04","0.30","2.87","0.81","1400000US06037910401","Census Tract 9104.01, Los Angeles County, California"
"3.90","0.51","3.67","0.80","4.19","0.61","1400000US06037910404","Census Tract 9104.04, Los Angeles County, California"
"3.57","0.30","3.98","0.78","3.46","0.33","1400000US06037910405","Census Tract 9104.05, Los Angeles County, California"
"2.67","0.22","3.69","2.22","2.64","0.22","1400000US06037910501","Census Tract 9105.01, Los Angeles County, California"
"3.73","0.39","3.52","0.56","3.82","0.56","1400000US06037910502","Census Tract 9105.02, Los Angeles County, California"
"3.63","0.32","3.30","0.35","4.10","0.54","1400000US06037910504","Census Tract 9105.04, Los Angeles County, California"
"4.23","0.33","4.09","0.41","4.61","0.96","1400000US06037910505","Census Tract 9105.05, Los Angeles County, California"
"4.01","0.39","4.05","0.47","3.90","0.80","1400000US06037910601","Census Tract 9106.01, Los Angeles County, California"
"3.23","0.31","3.73","0.41","2.91","0.57","1400000US06037910602","Census Tract 9106.02, Los Angeles County, California"
"3.96","0.41","3.72","0.48","4.42","0.72","1400000US06037910605","Census Tract 9106.05, Los Angeles County, California"
"4.19","0.37","3.89","0.41","4.66","0.68","1400000US06037910606","Census Tract 9106.06, Los Angeles County, California"
"3.40","0.35","3.97","0.55","2.79","0.61","1400000US06037910607","Census Tract 9106.07, Los Angeles County, California"
"3.53","0.51","3.17","0.44","3.99","0.84","1400000US06037910608","Census Tract 9106.08, Los Angeles County, California"
"4.13","0.42","3.98","0.50","4.52","0.69","1400000US06037910706","Census Tract 9107.06, Los Angeles County, California"
"3.53","0.27","3.58","0.40","3.45","0.55","1400000US06037910707","Census Tract 9107.07, Los Angeles County, California"
"3.57","0.34","3.59","0.44","3.44","1.68","1400000US06037910709","Census Tract 9107.09, Los Angeles County, California"
"4.26","0.49","4.13","0.57","4.83","0.98","1400000US06037910712","Census Tract 9107.12, Los Angeles County, California"
"4.29","0.31","4.32","0.34","4.22","0.71","1400000US06037910713","Census Tract 9107.13, Los Angeles County, California"
"3.95","0.41","3.84","0.50","4.21","0.58","1400000US06037910714","Census Tract 9107.14, Los Angeles County, California"
"3.45","0.28","3.48","0.37","3.37","0.69","1400000US06037910715","Census Tract 9107.15, Los Angeles County, California"
"3.54","0.21","3.24","0.27","4.31","0.53","1400000US06037910716","Census Tract 9107.16, Los Angeles County, California"
"4.29","0.41","4.35","0.42","2.07","0.24","1400000US06037910717","Census Tract 9107.17, Los Angeles County, California"
"4.01","0.47","4.16","0.55","3.38","0.94","1400000US06037910718","Census Tract 9107.18, Los Angeles County, California"
"4.48","0.53","3.92","0.58","5.64","1.28","1400000US06037910719","Census Tract 9107.19, Los Angeles County, California"
"3.30","0.64","3.47","0.70","2.86","0.83","1400000US06037910720","Census Tract 9107.20, Los Angeles County, California"
"3.33","0.31","3.38","0.48","3.27","0.74","1400000US06037910721","Census Tract 9107.21, Los Angeles County, California"
"2.82","0.22","2.81","0.19","2.94","1.03","1400000US06037910804","Census Tract 9108.04, Los Angeles County, California"
"3.27","0.22","3.27","0.26","3.27","0.63","1400000US06037910807","Census Tract 9108.07, Los Angeles County, California"
"3.33","0.32","3.30","0.32","4.35","2.75","1400000US06037910808","Census Tract 9108.08, Los Angeles County, California"
"3.16","0.45","3.18","0.46","2.63","1.25","1400000US06037910809","Census Tract 9108.09, Los Angeles County, California"
"3.59","0.48","3.71","0.51","2.89","1.50","1400000US06037910810","Census Tract 9108.10, Los Angeles County, California"
"3.00","0.36","3.00","0.38","3.01","1.10","1400000US06037910814","Census Tract 9108.14, Los Angeles County, California"
"2.77","0.26","2.86","0.28","2.00","0.76","1400000US06037910815","Census Tract 9108.15, Los Angeles County, California"
"2.55","0.33","2.17","0.26","4.02","1.08","1400000US06037911001","Census Tract 9110.01, Los Angeles County, California"
"4.06","0.40","4.30","0.56","3.69","0.60","1400000US06037911100","Census Tract 9111, Los Angeles County, California"
"3.27","0.23","3.12","0.24","4.28","1.02","1400000US06037920013","Census Tract 9200.13, Los Angeles County, California"
"3.14","0.24","3.11","0.25","3.40","0.65","1400000US06037920015","Census Tract 9200.15, Los Angeles County, California"
"3.33","0.44","3.36","0.50","3.19","0.73","1400000US06037920016","Census Tract 9200.16, Los Angeles County, California"
"3.32","0.25","3.45","0.24","2.66","0.62","1400000US06037920017","Census Tract 9200.17, Los Angeles County, California"
"2.97","0.20","2.83","0.25","3.90","0.64","1400000US06037920018","Census Tract 9200.18, Los Angeles County, California"
